id,franquia,is_franchise,estudio_principal,original_language,production_countries,status
199,Star Trek: The Next Generation Collection,True,Paramount Pictures,en,United States of America,Released
12498,,False,Miramax,en,United States of America,Released
9279,Jingle All the Way Collection,True,1492 Pictures,en,United States of America,Released
21539,,False,Touchstone Pictures,en,United States of America,Released
12709,,False,Epithète Films,fr,France,Released
11674,101 Dalmatians (Live-Action) Collection,True,Great Oaks Entertainment,en,"United Kingdom, United States of America",Released
1573,Die Hard Collection,True,Gordon Company,en,United States of America,Released
152,Star Trek: The Original Series Collection,True,Paramount Pictures,en,United States of America,Released
174,Star Trek: The Original Series Collection,True,Paramount Pictures,en,United States of America,Released
172,Star Trek: The Original Series Collection,True,Paramount Pictures,en,United States of America,Released
154,Star Trek: The Original Series Collection,True,Paramount Pictures,en,United States of America,Released
157,Star Trek: The Original Series Collection,True,Paramount Pictures,en,United States of America,Released
168,Star Trek: The Original Series Collection,True,Paramount Pictures,en,United States of America,Released
364,Batman Collection,True,Warner Bros. Pictures,en,United States of America,Released
11967,Young Guns Collection,True,Morgan Creek Entertainment,en,United States of America,Released
621,Grease Collection,True,Paramount Pictures,en,"United States of America, United Kingdom",Released
9037,Grease Collection,True,Paramount Pictures,en,"United Kingdom, United States of America",Released
10173,,False,Steamroller Productions,en,United States of America,Released
8845,Under Siege Collection,True,Regency Enterprises,en,"France, United States of America",Released
578,Jaws Collection,True,The Zanuck/Brown Company,en,United States of America,Released
579,Jaws Collection,True,Universal Pictures,en,United States of America,Released
17692,Jaws Collection,True,MCA  Theatricals,en,United States of America,Released
75,,False,Warner Bros. Pictures,en,United States of America,Released
13891,,False,Miramax,en,United States of America,Released
9390,,False,TriStar Pictures,en,United States of America,Released
378,,False,Circle Films,en,United States of America,Released
9819,,False,Tribeca Productions,en,United States of America,Released
4232,Scream Collection,True,Dimension Films,en,United States of America,Released
9361,,False,Morgan Creek Entertainment,en,United States of America,Released
8818,,False,Hollywood Pictures,en,"United Kingdom, United States of America",Released
34314,Turbulence Collection,True,Rysher Entertainment,en,United States of America,Released
8860,,False,Caravan Pictures,en,United States of America,Released
9619,,False,Pacific Western,en,United States of America,Released
26306,,False,Hollywood Pictures,en,United States of America,Released
66,,False,Castle Rock Entertainment,en,United States of America,Released
11419,National Lampoon's Vacation Collection,True,Jerry Weintraub Productions,en,United States of America,Released
638,,False,CiBy 2000,en,"France, United States of America",Released
25624,,False,Peters Entertainment,en,United States of America,Released
9366,,False,Mark Johnson Productions,en,United States of America,Released
28005,,False,NDF International,en,"United Kingdom, India, United States of America, Japan, Germany",Released
9403,,False,Rysher Entertainment,en,United States of America,Released
10003,,False,Paramount Pictures,en,"United States of America, Russia",Released
1624,,False,Universal Pictures,en,United States of America,Released
16052,,False,Esparza / Katz Productions,en,United States of America,Released
4477,,False,Columbia Pictures,en,United States of America,Released
24662,,False,Turner Feature Animation,en,United States of America,Released
6499,Power Rangers Collection,True,Saban Entertainment,en,"United States of America, Japan",Released
50512,,False,Icon Entertainment International,en,"Russia, United Kingdom, United States of America",Released
9360,Anaconda Collection,True,St. Tropez Films,en,"Brazil, Peru, United States of America",Released
816,Austin Powers Collection,True,New Line Cinema,en,"Germany, United States of America",Released
2163,,False,The De Laurentiis Company,en,United States of America,Released
18,,False,Gaumont,fr,France,Released
64802,,False,Fine Line Features,en,United States of America,Released
330,Jurassic Park Collection,True,Universal Pictures,en,United States of America,Released
1701,,False,Touchstone Pictures,en,United States of America,Released
1639,Speed Collection,True,20th Century Fox,en,United States of America,Released
49235,,False,,en,,Released
415,Batman Collection,True,Warner Bros. Pictures,en,"United States of America, United Kingdom",Released
11970,Hercules (Disney) Collection,True,Walt Disney Feature Animation,en,United States of America,Released
8874,,False,Zucker Brothers Productions,en,United States of America,Released
266,,False,Rome-Paris Films,fr,"France, Italy",Released
754,,False,WCG Entertainment Productions,en,United States of America,Released
607,Men in Black Collection,True,Columbia Pictures,en,United States of America,Released
17834,,False,The Bubble Factory,en,United States of America,Released
686,,False,South Side Amusement Company,en,United States of America,Released
4421,,False,Caravan Pictures,en,"United Kingdom, United States of America",Released
9387,Conan the Barbarian Collection,True,The De Laurentiis Company,en,United States of America,Released
2142,,False,Miramax,en,United States of America,Released
8413,,False,Impact Pictures,en,"United Kingdom, United States of America",Released
10336,,False,New Line Cinema,en,United States of America,Released
20737,Air Bud Collection,True,Keystone Pictures,en,Canada,Released
9413,,False,3 Arts Entertainment,en,United States of America,Released
8834,,False,Silver Pictures,en,United States of America,Released
8854,,False,Quincy Jones-David Salzman Entertainment,en,United States of America,Released
4961,Mimic Collection,True,Dimension Films,en,"United States of America, Canada",Released
9772,,False,Radiant Productions,en,United States of America,Released
6072,,False,Icon Productions,en,United States of America,Released
1669,The Jack Ryan Collection,True,Paramount Pictures,en,United States of America,Released
2118,,False,Regency Enterprises,en,United States of America,Released
978,,False,Mandalay Entertainment,en,"United States of America, France",Released
9437,Alex Cross Collection,True,Paramount Pictures,en,United States of America,Released
10351,Wishmaster Collection,True,Live Entertainment,en,United States of America,Released
2649,,False,PolyGram Filmed Entertainment,en,United States of America,Released
14289,,False,Seagal/Nasso Productions,en,United States of America,Released
10155,,False,Canal+ Droits Audiovisuels,en,"France, United States of America",Released
68924,,False,Canal+ Droits Audiovisuels,en,"France, United States of America",Released
2255,,False,View Askew Productions,en,United States of America,Released
9427,,False,Redwave Films,en,United Kingdom,Released
3597,I Know What You Did Last Summer Collection,True,Mandalay Entertainment,en,United States of America,Released
1813,,False,Monarchy Enterprises B.V.,en,"Germany, United States of America",Released
12628,,False,Touchstone Pictures,en,United States of America,Released
33344,,False,Bandeira Entertainment,en,,Released
782,,False,Jersey Films,en,United States of America,Released
10871,,False,Rysher Entertainment,en,United States of America,Released
10890,,False,Columbia Pictures,en,United States of America,Released
1281,Mr. Bean Collection,True,Working Title Films,en,"United Kingdom, United States of America",Released
9770,,False,Arnold Kopelson Productions,en,United States of America,Released
12616,,False,New Line Cinema,en,United States of America,Released
11975,,False,Douglas/Reuther Productions,en,United States of America,Released
4995,,False,New Line Cinema,en,United States of America,Released
9281,,False,Paramount Pictures,en,United States of America,Released
563,Starship Troopers Collection,True,TriStar Pictures,en,United States of America,Released
19931,,False,Hollywood Pictures,en,"United States of America, China",Released
10215,,False,Intermedia Films,en,"United Kingdom, United States of America",Released
9823,Mortal Kombat Collection,True,New Line Cinema,en,United States of America,Released
37165,,False,Paramount Pictures,en,United States of America,Released
4824,,False,Universal Pictures,en,"United States of America, United Kingdom, France, Germany, Japan, Finland, Russia, Canada",Released
